freq,unit,sex,age,geo\TIME_PERIOD	1990 	1991 	1992 	1993 	1994 	1995 	1996 	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 
A,NR,F,TOTAL,BG42	923088 	907970 	897232 	880165 	880697 	879964 	877783 	874189 	869365 	865228 	862347 	860243 	814664 	806611 	799481 	793085 	786643 	780580 	774453 	768668 	763809 	758546 	754186 	750022 	745770 	742056 	737327 	732671 	728902 	726108 	724776 
A,NR,M,TOTAL,BG42	897486 	880572 	868171 	849331 	848097 	845283 	841467 	836361 	830519 	824887 	821197 	817601 	777500 	770149 	763003 	756280 	749614 	743172 	737363 	731851 	727077 	721879 	716921 	712326 	707849 	703780 	698889 	693393 	688530 	684140 	681854 
A,NR,T,TOTAL,BG42	1820574 	1788542 	1765403 	1729496 	1728794 	1725247 	1719250 	1710550 	1699884 	1690115 	1683544 	1677844 	1592164 	1576760 	1562484 	1549365 	1536257 	1523752 	1511816 	1500519 	1490886 	1480425 	1471107 	1462348 	1453619 	1445836 	1436216 	1426064 	1417432 	1410248 	1406630 
A,NR,F,TOTAL,CH01	: 	623892 	634787 	641610 	647469 	653569 	658364 	659348 	661808 	665186 	670334 	675825 	681371 	688137 	696211 	703193 	709907 	716474 	725000 	738710 	750571 	760557 b	770220 	777190 	790113 	802402 	813912 	822949 	831061 	837772 	844124 
A,NR,M,TOTAL,CH01	: 	584003 	591630 	597697 	603586 	609570 	614070 	614026 	616366 	619795 	624640 	629459 	635646 	642994 	651895 	659561 	666399 	673514 	683796 	698882 	711639 	723123 b	733280 	741999 	755704 	768192 	779927 	790573 	798780 	804808 	810627 
A,NR,T,TOTAL,CH01	: 	1207895 	1226417 	1239307 	1251055 	1263139 	1272434 	1273374 	1278174 	1284981 	1294974 	1305284 	1317017 	1331131 	1348106 	1362754 	1376306 	1389988 	1408796 	1437592 	1462210 	1483680 b	1503500 	1519189 	1545817 	1570594 	1593839 	1613522 	1629841 	1642580 	1654751 
A,NR,F,TOTAL,CH02	: 	820833 	829201 	835105 	840469 	835966 	839296 	841242 	841629 	844998 	846196 	848867 	854081 	857734 	860809 	865037 	867770 	871048 	876146 	882649 	888286 	894731 b	901907 	910394 	919161 	927338 	934839 	941664 	946231 	950371 	954707 
A,NR,M,TOTAL,CH02	: 	785452 	793254 	798690 	803751 	798501 	800918 	802509 	802898 	806271 	809913 	809708 	812989 	817377 	820722 	825098 	828739 	832918 	839654 	847763 	853637 	860965 b	868522 	878397 	889319 	898913 	907412 	917893 	922655 	926783 	931877 
A,NR,T,TOTAL,CH02	: 	1606285 	1622455 	1633795 	1644220 	1634467 	1640214 	1643751 	1644527 	1651269 	1656109 	1658575 	1667070 	1675111 	1681531 	1690135 	1696509 	1703966 	1715800 	1730412 	1741923 	1755696 b	1770429 	1788791 	1808480 	1826251 	1842251 	1859557 	1868886 	1877154 	1886584 
A,NR,F,TOTAL,CH03	: 	467607 	476371 	479980 	484763 	495088 	498149 	500051 	501013 	501840 	503889 	505822 	508843 	512416 	515595 	518303 	519991 	522590 	526797 	532994 	538399 	542937 b	547102 	552402 	558511 	564458 	569614 	575438 	580247 	584677 	589537 
A,NR,M,TOTAL,CH03	: 	450572 	458427 	461784 	466495 	476339 	478828 	480438 	481373 	481888 	483810 	486187 	489007 	493034 	496134 	498877 	501043 	504211 	509137 	516524 	522354 	527883 b	532811 	538900 	545842 	552700 	559109 	566718 	571672 	576428 	581620 
A,NR,T,TOTAL,CH03	: 	918179 	934798 	941764 	951258 	971427 	976977 	980489 	982386 	983728 	987699 	992009 	997850 	1005450 	1011729 	1017180 	1021034 	1026801 	1035934 	1049518 	1060753 	1070820 b	1079913 	1091302 	1104353 	1117158 	1128723 	1142156 	1151919 	1161105 	1171157 
A,NR,F,TOTAL,CH04	: 	590398 	592832 	595731 	597600 	600625 	604107 	605422 	606490 	609128 	614046 	619832 	627011 	633934 	638039 	643443 	648261 	653746 	663946 	675108 	683799 	694284 b	703352 	710721 	718749 	728652 	737907 	748155 	756070 	763887 	772596 
A,NR,M,TOTAL,CH04	: 	560148 	558886 	562346 	564483 	567942 	571350 	573426 	575124 	578481 	584523 	591815 	599920 	607378 	611854 	618367 	624329 	630306 	643621 	657619 	667498 	678784 b	689044 	697854 	706789 	717702 	728517 	739814 	748276 	757081 	766679 
A,NR,T,TOTAL,CH04	: 	1150546 	1151718 	1158077 	1162083 	1168567 	1175457 	1178848 	1181614 	1187609 	1198569 	1211647 	1226931 	1241312 	1249893 	1261810 	1272590 	1284052 	1307567 	1332727 	1351297 	1373068 b	1392396 	1408575 	1425538 	1446354 	1466424 	1487969 	1504346 	1520968 	1539275 
A,NR,F,TOTAL,CH05	: 	492431 	502383 	508730 	515100 	520139 	523130 	524845 	524690 	525991 	527617 	528474 	529932 	532474 	534879 	536135 	537246 	538364 	541766 	546424 	550212 	554127 b	558584 	562573 	567461 	572063 	576024 	579742 	582932 	586261 	589627 
A,NR,M,TOTAL,CH05	: 	478582 	489860 	496536 	502446 	507346 	509954 	511780 	511491 	512609 	514246 	515362 	515963 	518690 	521645 	523451 	524606 	526889 	532138 	539274 	543990 	549514 b	555345 	561099 	567320 	572509 	577461 	582942 	586426 	590060 	594186 
A,NR,T,TOTAL,CH05	: 	971013 	992243 	1005266 	1017546 	1027485 	1033084 	1036625 	1036181 	1038600 	1041863 	1043836 	1045895 	1051164 	1056524 	1059586 	1061852 	1065253 	1073904 	1085698 	1094202 	1103641 b	1113929 	1123672 	1134781 	1144572 	1153485 	1162684 	1169358 	1176321 	1183813 
A,NR,F,TOTAL,CH06	: 	306473 	313953 	319322 	323718 	327576 	331263 	333703 	336086 	337824 	340575 	343639 	346137 	349023 	351117 	353214 	355400 	357910 	361901 	366574 	369793 	374210 b	377711 	381477 	385452 	389051 	392879 	396667 	399951 	403287 	406229 
A,NR,M,TOTAL,CH06	: 	303577 	311184 	316320 	320735 	324227 	327726 	329726 	331909 	333347 	336157 	338850 	342225 	345406 	347933 	350492 	353161 	355918 	361012 	366599 	369908 	375266 b	379841 	384402 	388671 	393323 	397579 	402620 	406120 	409769 	412733 
A,NR,T,TOTAL,CH06	: 	610050 	625137 	635642 	644453 	651803 	658989 	663429 	667995 	671171 	676732 	682489 	688362 	694429 	699050 	703706 	708561 	713828 	722913 	733173 	739701 	749476 b	757552 	765879 	774123 	782374 	790458 	799287 	806071 	813056 	818962 
A,NR,F,TOTAL,CH07	: 	150747 	151576 	153565 	155588 	157688 	159203 	159114 	159506 	159881 	161079 	161898 	163929 	165106 	165959 	167081 	168051 	169248 	170924 	172722 	174180 	171862 b	173533 	175779 	178093 	179822 	180480 	181498 	181204 	181151 	180350 
A,NR,M,TOTAL,CH07	: 	135978 	138424 	140543 	142367 	144443 	145996 	145716 	146082 	146298 	147419 	148317 	148599 	150150 	151356 	152850 	154225 	155603 	157656 	160014 	161540 	161891 b	163410 	165873 	168446 	170541 	171466 	172877 	172505 	172192 	171141 
A,NR,T,TOTAL,CH07	: 	286725 	290000 	294108 	297955 	302131 	305199 	304830 	305588 	306179 	308498 	310215 	312528 	315256 	317315 	319931 	322276 	324851 	328580 	332736 	335720 	333753 b	336943 	341652 	346539 	350363 	351946 	354375 	353709 	353343 	351491 
A,NR,F,TOTAL,CY00	287064 	294656 	302814 	310701 	318440 	325432 	331524 	337118 	342190 	346537 	350842 	354797 	359361 	363583 	368331 	373746 	379431 	386402 	395875 	407004 	419535 b	430993 	443018 	444842 	440462 	435183 	435627 	438139 	442728 	448068 	453534 
A,NR,M,TOTAL,CY00	285591 	292485 	300255 	308530 	314504 	319967 	324809 	329195 	333025 	336325 	339655 	342752 	346178 	350137 	354562 	359321 	364582 	371514 	380458 	389926 	399605 b	408758 	418993 	421036 	417538 	411825 	412692 	416663 	421508 	427831 	434471 
A,NR,T,TOTAL,CY00	572655 	587141 	603069 	619231 	632944 	645399 	656333 	666313 	675215 	682862 	690497 	697549 	705539 	713720 	722893 	733067 	744013 	757916 	776333 	796930 	819140 b	839751 	862011 	865878 	858000 	847008 	848319 	854802 	864236 	875899 	888005 
A,NR,F,TOTAL,CZ01	: 	: 	644908 	644585 	643908 	642199 	639042 	635991 	633093 	628874 	624895 	615577 	609524 	608180 	607220 	607580 	610103 	611231 	619355 	626187 	631848 	635417 	638677 	641296 	640588 	648703 	652780 	658943 	664963 	670623 	676991 
A,NR,M,TOTAL,CZ01	: 	: 	571981 	572730 	573115 	572385 	570813 	568962 	567362 	564396 	561960 	554899 	548352 	549263 	551518 	553754 	559789 	562702 	576166 	588113 	596084 	598620 	602987 	605484 	602613 	610376 	614669 	621565 	629550 	638009 	647286 
A,NR,T,TOTAL,CZ01	: 	: 	1216889 	1217315 	1217023 	1214584 	1209855 	1204953 	1200455 	1193270 	1186855 	1170476 	1157876 	1157443 	1158738 	1161334 	1169892 	1173933 	1195521 	1214300 	1227932 	1234037 	1241664 	1246780 	1243201 	1259079 	1267449 	1280508 	1294513 	1308632 	1324277 
A,NR,F,TOTAL,CZ02	: 	: 	570043 	569335 	568491 	567843 	567120 	566140 	566303 	567346 	568913 	572320 	573674 	576497 	579629 	583952 	589946 	597705 	609604 	622197 	631117 	640231 	647649 	654096 	659581 	666054 	671941 	678063 	684693 	692636 	699942 
A,NR,M,TOTAL,CZ02	: 	: 	541201 	540779 	540444 	540164 	539618 	539094 	539661 	541119 	542441 	549271 	550221 	552106 	556061 	559973 	567935 	577259 	591920 	608208 	616213 	624755 	631696 	637720 	642755 	649245 	654935 	660919 	668102 	676696 	685199 
A,NR,T,TOTAL,CZ02	: 	: 	1111244 	1110114 	1108935 	1108007 	1106738 	1105234 	1105964 	1108465 	1111354 	1121591 	1123895 	1128603 	1135690 	1143925 	1157881 	1174964 	1201524 	1230405 	1247330 	1264986 	1279345 	1291816 	1302336 	1315299 	1326876 	1338982 	1352795 	1369332 	1385141 
A,NR,F,TOTAL,CZ03	: 	: 	603424 	603616 	604218 	604122 	603221 	602447 	601854 	601340 	600450 	599178 	598281 	598165 	598359 	597987 	598957 	600557 	604363 	608728 	610270 	611213 	611765 	612435 	612693 	613687 	614356 	615631 	617155 	619311 	622120 
A,NR,M,TOTAL,CZ03	: 	: 	578131 	578318 	579253 	579614 	579056 	578558 	577985 	577847 	577532 	576919 	575434 	575372 	575898 	575470 	577974 	581162 	586793 	593749 	595564 	595814 	596082 	596863 	597483 	598736 	600094 	601780 	603857 	607494 	611862 
A,NR,T,TOTAL,CZ03	: 	: 	1181555 	1181934 	1183471 	1183736 	1182277 	1181005 	1179839 	1179187 	1177982 	1176097 	1173715 	1173537 	1174257 	1173457 	1176931 	1181719 	1191156 	1202477 	1205834 	1207027 	1207847 	1209298 	1210176 	1212423 	1214450 	1217411 	1221012 	1226805 	1233982 
A,NR,F,TOTAL,CZ04	: 	: 	575679 	576478 	576741 	576883 	576794 	576863 	577057 	577304 	577407 	573699 	572581 	572664 	572384 	572426 	571475 	570653 	574235 	575397 	574687 	573874 	572808 	571116 	568985 	567215 	565601 	564267 	563430 	562616 	562272 
A,NR,M,TOTAL,CZ04	: 	: 	551934 	552683 	553249 	553384 	553366 	553505 	553732 	554379 	554567 	551114 	549508 	549070 	549372 	549716 	550115 	550102 	556100 	559490 	558738 	558378 	558383 	557374 	556444 	556050 	555053 	553859 	553336 	553069 	553357 
A,NR,T,TOTAL,CZ04	: 	: 	1127613 	1129161 	1129990 	1130267 	1130160 	1130368 	1130789 	1131683 	1131974 	1124813 	1122089 	1121734 	1121756 	1122142 	1121590 	1120755 	1130335 	1134887 	1133425 	1132252 	1131191 	1128490 	1125429 	1123265 	1120654 	1118126 	1116766 	1115685 	1115629 
A,NR,F,TOTAL,CZ05	: 	: 	765337 	766759 	767418 	766957 	766048 	765392 	764709 	764286 	763340 	761928 	759997 	758851 	757755 	756693 	757180 	758348 	761675 	764911 	765981 	766857 	766687 	766186 	765299 	765116 	764984 	765299 	765651 	766363 	767460 
A,NR,M,TOTAL,CZ05	: 	: 	723344 	724998 	726552 	726669 	726825 	726925 	726715 	726628 	726067 	725472 	723486 	722582 	721713 	721685 	724035 	727227 	732956 	738954 	740486 	741878 	742180 	741794 	741204 	741697 	742225 	743228 	745075 	747330 	750539 
A,NR,T,TOTAL,CZ05	: 	: 	1488681 	1491757 	1493970 	1493626 	1492873 	1492317 	1491424 	1490914 	1489407 	1487400 	1483483 	1481433 	1479468 	1478378 	1481215 	1485575 	1494631 	1503865 	1506467 	1508735 	1508867 	1507980 	1506503 	1506813 	1507209 	1508527 	1510726 	1513693 	1517999 
A,NR,F,TOTAL,CZ06	: 	: 	852664 	853989 	854535 	854712 	853968 	852962 	851915 	851128 	849942 	843885 	841953 	840455 	840105 	840270 	840024 	841139 	845233 	848794 	850838 	852579 	853470 	854181 	854484 	855394 	856000 	857346 	859260 	861364 	862899 
A,NR,M,TOTAL,CZ06	: 	: 	806850 	808577 	809601 	810330 	810050 	809695 	809426 	809313 	808819 	803393 	801249 	799770 	801192 	801750 	803234 	805759 	812360 	817984 	821155 	823293 	824780 	825676 	825803 	827354 	828500 	830418 	832863 	835577 	838903 
A,NR,T,TOTAL,CZ06	: 	: 	1659514 	1662566 	1664136 	1665042 	1664018 	1662657 	1661341 	1660441 	1658761 	1647278 	1643202 	1640225 	1641297 	1642020 	1643258 	1646898 	1657593 	1666778 	1671993 	1675872 	1678250 	1679857 	1680287 	1682748 	1684500 	1687764 	1692123 	1696941 	1701802 
A,NR,F,TOTAL,CZ07	: 	: 	639810 	641650 	642701 	643011 	639964 	639331 	638216 	637402 	636653 	635697 	634561 	633151 	631622 	630196 	629266 	628803 	629194 	629107 	628898 	628462 	627674 	626344 	624848 	623893 	622952 	621769 	620569 	619910 	619018 
A,NR,M,TOTAL,CZ07	: 	: 	606211 	607693 	608682 	609288 	606457 	605859 	605161 	604348 	603702 	603392 	601827 	600225 	599566 	598123 	597779 	598277 	600424 	601330 	601033 	600655 	599994 	598958 	597807 	597079 	596442 	595854 	595665 	595503 	595552 
A,NR,T,TOTAL,CZ07	: 	: 	1246021 	1249343 	1251383 	1252299 	1246421 	1245190 	1243377 	1241750 	1240355 	1239089 	1236388 	1233376 	1231188 	1228319 	1227045 	1227080 	1229618 	1230437 	1229931 	1229117 	1227668 	1225302 	1222655 	1220972 	1219394 	1217623 	1216234 	1215413 	1214570 
A,NR,F,TOTAL,CZ08	: 	: 	654681 	655872 	656704 	656970 	658672 	657926 	657248 	656506 	655436 	647383 	645099 	642987 	641131 	639095 	636974 	635202 	634646 	633784 	632283 	630867 	628505 	626122 	623561 	621286 	618899 	616815 	614543 	612783 	611241 
A,NR,M,TOTAL,CZ08	: 	: 	626350 	627635 	628401 	628630 	630330 	629487 	628688 	627405 	625974 	617900 	615435 	613311 	611822 	610185 	608791 	608107 	608398 	608850 	606893 	603838 	602108 	600480 	598271 	596390 	594412 	593064 	591343 	590516 	589298 
A,NR,T,TOTAL,CZ08	: 	: 	1281031 	1283507 	1285105 	1285600 	1289002 	1287413 	1285936 	1283911 	1281410 	1265283 	1260534 	1256298 	1252953 	1249280 	1245765 	1243309 	1243044 	1242634 	1239176 	1234705 	1230613 	1226602 	1221832 	1217676 	1213311 	1209879 	1205886 	1203299 	1200539 
A,NR,F,TOTAL,DE11	1847545 	1878682 	1909192 	1932956 	1946273 	1953915 	1964678 	1973390 	1976344 	1980692 	1989802 	1998191 	2011313 	2021072 	2025323 	2029242 	2030928 	2030117 	2030030 	2028756 	2025711 	1991143 b	1994861 	2002187 	2010593 	2024243 	2044756 	2057091 	2068633 	2076324 	2081822 
A,NR,M,TOTAL,DE11	1762432 	1804419 	1841964 	1874489 	1885850 	1887650 	1897633 	1908571 	1912324 	1917479 	1927503 	1937161 	1952849 	1963928 	1969289 	1973930 	1976445 	1975263 	1977065 	1977557 	1975137 	1919494 b	1930061 	1945381 	1962288 	1984045 	2024777 	2041187 	2058055 	2067094 	2072401 
A,NR,T,TOTAL,DE11	3609977 	3683101 	3751156 	3807445 	3832123 	3841565 	3862311 	3881961 	3888668 	3898171 	3917305 	3935352 	3964162 	3985000 	3994612 	4003172 	4007373 	4005380 	4007095 	4006313 	4000848 	3910637 b	3924922 	3947568 	3972881 	4008288 	4069533 	4098278 	4126688 	4143418 	4154223 
A,NR,F,TOTAL,DE12	1283473 	1304567 	1324441 	1339001 	1351575 	1356308 	1356184 	1362000 	1363737 	1365635 	1369995 	1373829 	1381887 	1388815 	1391647 	1394045 	1395866 	1395785 	1396865 	1396271 	1394889 	1363097 b	1364650 	1368977 	1373807 	1380383 	1392534 	1398754 	1406125 	1410508 	1413271 
A,NR,M,TOTAL,DE12	1200561 	1227914 	1252843 	1273809 	1285369 	1288828 	1288246 	1294721 	1296871 	1300492 	1306262 	1310596 	1319489 	1327867 	1330903 	1333688 	1336589 	1338475 	1342409 	1343893 	1345614 	1300491 b	1306874 	1317596 	1329024 	1340883 	1369443 	1380560 	1389658 	1394621 	1397583 
A,NR,T,TOTAL,DE12	2484034 	2532481 	2577284 	2612810 	2636944 	2645136 	2644430 	2656721 	2660608 	2666127 	2676257 	2684425 	2701376 	2716682 	2722550 	2727733 	2732455 	2734260 	2739274 	2740164 	2740503 	2663588 b	2671524 	2686573 	2702831 	2721266 	2761977 	2779314 	2795783 	2805129 	2810854 
A,NR,F,TOTAL,DE13	1003059 	1023184 	1039705 	1051935 	1060751 	1067171 	1074128 	1079838 	1082926 	1086311 	1091298 	1097364 	1106485 	1113003 	1116817 	1119837 	1122274 	1123349 	1124465 	1123215 	1123017 	1100204 b	1102980 	1107375 	1112118 	1118568 	1130467 	1136986 	1143039 	1147631 	1151543 
A,NR,M,TOTAL,DE13	931722 	954676 	973191 	989109 	997894 	1003879 	1012914 	1019919 	1023689 	1028175 	1034066 	1040261 	1050366 	1057478 	1061996 	1065190 	1068453 	1069829 	1071945 	1072466 	1073001 	1042519 b	1047926 	1054965 	1062382 	1073054 	1094068 	1102748 	1111635 	1116838 	1119808 
A,NR,T,TOTAL,DE13	1934781 	1977860 	2012896 	2041044 	2058645 	2071050 	2087042 	2099757 	2106615 	2114486 	2125364 	2137625 	2156851 	2170481 	2178813 	2185027 	2190727 	2193178 	2196410 	2195681 	2196018 	2142723 b	2150906 	2162340 	2174500 	2191622 	2224535 	2239734 	2254674 	2264469 	2271351 
A,NR,F,TOTAL,DE14	814462 	831956 	846926 	858216 	867508 	872090 	877530 	882557 	884970 	887869 	892472 	897623 	903165 	908196 	911485 	914112 	915727 	915660 	915606 	915370 	915358 	897892 b	898596 	901097 	904054 	909227 	918473 	923397 	928287 	933377 	937318 
A,NR,M,TOTAL,DE14	775452 	796651 	813581 	829194 	838813 	842228 	848054 	853509 	855749 	859387 	864534 	869390 	875352 	880961 	885096 	887375 	889419 	890275 	891370 	891978 	892194 	863665 b	866493 	871533 	877012 	886241 	905100 	911170 	917993 	923140 	926648 
A,NR,T,TOTAL,DE14	1589914 	1628607 	1660507 	1687410 	1706321 	1714318 	1725584 	1736066 	1740719 	1747256 	1757006 	1767013 	1778517 	1789157 	1796581 	1801487 	1805146 	1805935 	1806976 	1807348 	1807552 	1761557 b	1765089 	1772630 	1781066 	1795468 	1823573 	1834567 	1846280 	1856517 	1863966 
A,NR,F,TOTAL,DE21	1926748 	1957294 	1977280 	2005259 	2021532 	2028815 	2038983 	2047059 	2050410 	2052233 	2069801 	2091712 	2116417 	2131357 	2144635 	2152510 	2166404 	2185884 	2202107 	2213351 	2218541 	2211467 b	2230299 	2251782 	2275078 	2297408 	2321884 	2342585 	2350933 	2367386 	2379713 
A,NR,M,TOTAL,DE21	1794584 	1844188 	1870852 	1913850 	1926621 	1930585 	1939140 	1944517 	1941527 	1943810 	1963842 	1991365 	2021985 	2038300 	2051038 	2058608 	2071791 	2093228 	2111339 	2121786 	2127924 	2102479 b	2132877 	2163867 	2194264 	2222571 	2267060 	2290738 	2298601 	2318777 	2331152 
A,NR,T,TOTAL,DE21	3721332 	3801482 	3848132 	3919109 	3948153 	3959400 	3978123 	3991576 	3991937 	3996043 	4033643 	4083077 	4138402 	4169657 	4195673 	4211118 	4238195 	4279112 	4313446 	4335137 	4346465 	4313946 b	4363176 	4415649 	4469342 	4519979 	4588944 	4633323 	4649534 	4686163 	4710865 
A,NR,F,TOTAL,DE22	543629 	552767 	558985 	565869 	571760 	576912 	582294 	586629 	589901 	592324 	595773 	598642 	602462 	605419 	606770 	607671 	607709 	605571 	605237 	603699 	602179 	595612 b	595732 	597020 	599130 	602077 	606393 	609405 	613728 	617719 	620769 
A,NR,M,TOTAL,DE22	513807 	525361 	533959 	543347 	549138 	554617 	561093 	565331 	568409 	570648 	574397 	577564 	583005 	586057 	587702 	588507 	589214 	588249 	588901 	588211 	587015 	576863 b	580191 	584452 	590023 	595481 	605726 	609992 	616309 	620809 	623400 
A,NR,T,TOTAL,DE22	1057436 	1078128 	1092944 	1109216 	1120898 	1131529 	1143387 	1151960 	1158310 	1162972 	1170170 	1176206 	1185467 	1191476 	1194472 	1196178 	1196923 	1193820 	1194138 	1191910 	1189194 	1172475 b	1175923 	1181472 	1189153 	1197558 	1212119 	1219397 	1230037 	1238528 	1244169 
A,NR,F,TOTAL,DE23	509294 	516281 	521115 	526011 	530274 	533464 	537272 	540117 	542416 	544630 	547009 	549201 	552090 	553612 	554194 	554482 	553647 	552423 	551526 	550097 	548711 	545102 b	544324 	544710 	545381 	547088 	550225 	551964 	554347 	556308 	557885 
A,NR,M,TOTAL,DE23	482015 	492736 	499308 	506207 	510287 	513803 	517202 	519897 	522286 	524491 	527329 	530016 	533519 	535317 	535632 	535807 	535896 	535516 	535158 	533683 	532706 	526322 b	527767 	530028 	532610 	535673 	542114 	546414 	550060 	552961 	554217 
A,NR,T,TOTAL,DE23	991309 	1009017 	1020423 	1032218 	1040561 	1047267 	1054474 	1060014 	1064702 	1069121 	1074338 	1079217 	1085609 	1088929 	1089826 	1090289 	1089543 	1087939 	1086684 	1083780 	1081417 	1071424 b	1072091 	1074738 	1077991 	1082761 	1092339 	1098378 	1104407 	1109269 	1112102 
A,NR,F,TOTAL,DE24	549595 	556602 	560723 	565197 	567812 	569943 	572562 	573850 	573805 	573609 	573552 	572798 	572732 	571985 	570299 	568686 	565860 	562249 	559147 	555392 	551894 	548024 b	545351 	543183 	541330 	540140 	540054 	540590 	542109 	541719 	540590 
A,NR,M,TOTAL,DE24	506227 	518264 	523259 	529074 	532429 	534551 	537915 	539762 	539869 	540181 	540603 	540453 	541056 	540670 	539375 	537855 	535530 	532276 	529698 	527124 	524506 	517298 b	516222 	515528 	515035 	515815 	519304 	521804 	524731 	525763 	524781 
A,NR,T,TOTAL,DE24	1055822 	1074866 	1083982 	1094271 	1100241 	1104494 	1110477 	1113612 	1113674 	1113790 	1114155 	1113251 	1113788 	1112655 	1109674 	1106541 	1101390 	1094525 	1088845 	1082516 	1076400 	1065322 b	1061573 	1058711 	1056365 	1055955 	1059358 	1062394 	1066840 	1067482 	1065371 
A,NR,F,TOTAL,DE25	813667 	827968 	837863 	846008 	850917 	853942 	857095 	859877 	861282 	861379 	863463 	866319 	870392 	872694 	873909 	875222 	876846 	876293 	876444 	875127 	873906 	863107 b	865770 	869359 	872612 	875727 	883605 	888963 	892870 	897331 	899524 
A,NR,M,TOTAL,DE25	752403 	770889 	783651 	795323 	801335 	806352 	810159 	814405 	816233 	817156 	819819 	822747 	827951 	831175 	832706 	833750 	835429 	836329 	837679 	837278 	836239 	816742 b	822644 	829156 	834764 	839468 	855081 	861096 	866773 	873070 	875645 
A,NR,T,TOTAL,DE25	1566070 	1598857 	1621514 	1641331 	1652252 	1660294 	1667254 	1674282 	1677515 	1678535 	1683282 	1689066 	1698343 	1703869 	1706615 	1708972 	1712275 	1712622 	1714123 	1712405 	1710145 	1679849 b	1688414 	1698515 	1707376 	1715195 	1738686 	1750059 	1759643 	1770401 	1775169 
A,NR,F,TOTAL,DE26	634105 	644015 	650906 	658018 	663375 	667480 	672102 	674671 	676873 	677411 	679708 	680885 	683256 	684622 	684630 	684588 	682701 	680507 	678802 	675115 	671759 	663533 b	661343 	659725 	659140 	658847 	660446 	661728 	663059 	664228 	664742 
A,NR,M,TOTAL,DE26	600801 	614995 	622509 	631639 	636576 	640671 	645550 	648461 	650445 	651988 	654095 	655106 	657656 	659678 	660110 	660041 	658780 	657369 	655965 	652382 	650198 	638611 b	637733 	638002 	638852 	640002 	645602 	647481 	650316 	652896 	652877 
A,NR,T,TOTAL,DE26	1234906 	1259010 	1273415 	1289657 	1299951 	1308151 	1317652 	1323132 	1327318 	1329399 	1333803 	1335991 	1340912 	1344300 	1344740 	1344629 	1341481 	1337876 	1334767 	1327497 	1321957 	1302144 b	1299076 	1297727 	1297992 	1298849 	1306048 	1309209 	1313375 	1317124 	1317619 
A,NR,F,TOTAL,DE27	823142 	838179 	850008 	862325 	870347 	875423 	881142 	884922 	887273 	888708 	892733 	896415 	902603 	906974 	909940 	911929 	912904 	910754 	910672 	908846 	907337 	906527 b	907142 	909812 	914422 	920316 	928735 	934696 	941655 	948237 	953823 
A,NR,M,TOTAL,DE27	770721 	789360 	805553 	822160 	830950 	835386 	840975 	844371 	845646 	847980 	852843 	857032 	864590 	869491 	872446 	874237 	876015 	876010 	877657 	877637 	877416 	871717 b	875977 	882947 	891603 	900955 	917285 	923295 	931713 	939517 	945619 
